PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
25088514,Emotional lability: the discriminative value in the diagnosis of attention deficit/hyperactivity disorder in adults,"Vidal R, Valero S, Nogueira M, Palomar G, Corrales M, Richarte V, Bosch R, Gómez-Barros N, Corominas M, Casas M, Ramos-Quiroga JA.",Compr Psychiatry. 2014 Oct;55(7):1712-9. doi: 10.1016/j.comppsych.2014.07.001. Epub 2014 Jul 7.,Vidal R,Compr Psychiatry,2014,8/5/14,,,10.1016/j.comppsych.2014.07.001
24962447,Diagnostic validity and reliability of a Korean version of the Parent and Adolescent General Behavior Inventories,"Lee HJ, Joo Y, Youngstrom EA, Yum SY, Findling RL, Kim HW.",Compr Psychiatry. 2014 Oct;55(7):1730-7. doi: 10.1016/j.comppsych.2014.05.008. Epub 2014 May 17.,Lee HJ,Compr Psychiatry,2014,6/26/14,,,10.1016/j.comppsych.2014.05.008
24819333,Brainstem abnormalities in attention deficit hyperactivity disorder support high accuracy individual diagnostic classification,"Johnston BA, Mwangi B, Matthews K, Coghill D, Konrad K, Steele JD.",Hum Brain Mapp. 2014 Oct;35(10):5179-89. doi: 10.1002/hbm.22542. Epub 2014 May 13.,Johnston BA,Hum Brain Mapp,2014,5/14/14,PMC6869620,,10.1002/hbm.22542
24749971,Young adult romantic couples' conflict resolution and satisfaction varies with partner's attention-deficit/hyperactivity disorder type,"Canu WH, Tabor LS, Michael KD, Bazzini DG, Elmore AL.",J Marital Fam Ther. 2014 Oct;40(4):509-24. doi: 10.1111/jmft.12018. Epub 2013 Apr 25.,Canu WH,J Marital Fam Ther,2014,4/23/14,,,10.1111/jmft.12018
24955936,A 36 month naturalistic retrospective study of clinic-treated youth with attention-deficit/hyperactivity disorder,"Hong M, Lee WH, Moon DS, Lee SM, Chung US, Bahn GH.",J Child Adolesc Psychopharmacol. 2014 Aug;24(6):341-6. doi: 10.1089/cap.2013.0090. Epub 2014 Jun 23.,Hong M,J Child Adolesc Psychopharmacol,2014,6/24/14,,,10.1089/cap.2013.0090
24901317,[Adult ADHD versus borderline personality disorder: criteria for differential diagnosis],"Witt O, Brücher K, Biegel G, Petermann F, Schmidt S.",Fortschr Neurol Psychiatr. 2014 Jun;82(6):337-45. doi: 10.1055/s-0034-1366242. Epub 2014 Jun 5.,Witt O,Fortschr Neurol Psychiatr,2014,6/6/14,,,10.1055/s-0034-1366242
24664633,"Relationship between whole-body tumor burden, clinical phenotype, and quality of life in patients with neurofibromatosis","Merker VL, Bredella MA, Cai W, Kassarjian A, Harris GJ, Muzikansky A, Nguyen R, Mautner VF, Plotkin SR.",Am J Med Genet A. 2014 Jun;164A(6):1431-7. doi: 10.1002/ajmg.a.36466. Epub 2014 Mar 24.,Merker VL,Am J Med Genet A,2014,3/26/14,,,10.1002/ajmg.a.36466
24405904,HIV-positive females show blunted neurophysiological responses in an emotion-attention dual task paradigm,"Tartar JL, McIntosh RC, Rosselli M, Widmayer SM, Nash AJ.",Clin Neurophysiol. 2014 Jun;125(6):1164-73. doi: 10.1016/j.clinph.2013.09.048. Epub 2013 Dec 1.,Tartar JL,Clin Neurophysiol,2014,1/11/14,,,10.1016/j.clinph.2013.09.048
25436256,Pathways to self-harmful behaviors in young women with and without ADHD: a longitudinal examination of mediating factors,"Swanson EN, Owens EB, Hinshaw SP.",J Child Psychol Psychiatry. 2014 May;55(5):505-15. doi: 10.1111/jcpp.12193. Epub 2013 Dec 23.,Swanson EN,J Child Psychol Psychiatry,2014,12/2/14,PMC4251707,NIHMS545278,10.1111/jcpp.12193
24378745,Amphetamine-induced dopamine release and neurocognitive function in treatment-naive adults with ADHD,"Cherkasova MV, Faridi N, Casey KF, O'Driscoll GA, Hechtman L, Joober R, Baker GB, Palmer J, Dagher A, Leyton M, Benkelfat C.",Neuropsychopharmacology. 2014 May;39(6):1498-507. doi: 10.1038/npp.2013.349. Epub 2013 Dec 30.,Cherkasova MV,Neuropsychopharmacology,2014,1/1/14,PMC3988554,,10.1038/npp.2013.349
23949101,Screening for substance use disorders in neurodevelopmental disorders: a clinical routine?,"Palmqvist M, Edman G, Bölte S.",Eur Child Adolesc Psychiatry. 2014 May;23(5):365-8. doi: 10.1007/s00787-013-0459-x. Epub 2013 Aug 15.,Palmqvist M,Eur Child Adolesc Psychiatry,2014,8/17/13,,,10.1007/s00787-013-0459-x
24897898,Sex differences and the interaction of age and sleep issues in neuropsychological testing performance across the lifespan in an ADD/ADHD sample from the years 1989 to 2009,"Fisher BC, Garges DM, Yoon SY, Maguire K, Zipay D, Gambino M, Shapiro CM.",Psychol Rep. 2014 Apr;114(2):404-38. doi: 10.2466/15.10.PR0.114k23w0.,Fisher BC,Psychol Rep,2014,6/6/14,,,10.2466/15.10.PR0.114k23w0
24508533,"OROS-methylphenidate efficacy on specific executive functioning deficits in adults with ADHD: a randomized, placebo-controlled cross-over study","Bron TI, Bijlenga D, Boonstra AM, Breuk M, Pardoen WF, Beekman AT, Kooij JJ.",Eur Neuropsychopharmacol. 2014 Apr;24(4):519-28. doi: 10.1016/j.euroneuro.2014.01.007. Epub 2014 Jan 18.,Bron TI,Eur Neuropsychopharmacol,2014,2/11/14,,,10.1016/j.euroneuro.2014.01.007
24418050,Do cognitive measures of response inhibition differentiate between attention deficit/hyperactivity disorder and borderline personality disorder?,"van Dijk F, Schellekens A, van den Broek P, Kan C, Verkes RJ, Buitelaar J.",Psychiatry Res. 2014 Mar 30;215(3):733-9. doi: 10.1016/j.psychres.2013.12.034. Epub 2013 Dec 28.,van Dijk F,Psychiatry Res,2014,1/15/14,,,10.1016/j.psychres.2013.12.034
23857916,"Open-label, dose-titration tolerability study of atomoxetine hydrochloride in Korean, Chinese, and Taiwanese adults with attention-deficit/hyperactivity disorder","Takahashi M, Goto T, Takita Y, Chung SK, Wang Y, Gau SS.",Asia Pac Psychiatry. 2014 Mar;6(1):62-70. doi: 10.1111/j.1758-5872.2012.00204.x. Epub 2012 Jul 23.,Takahashi M,Asia Pac Psychiatry,2014,7/17/13,,,10.1111/j.1758-5872.2012.00204.x
24230987,How do we measure psychiatric diagnoses? Implications of the choice of instruments in epilepsy,"Hesdorffer DC, Baldin E, Caplan R, Berg AT.",Epilepsy Behav. 2014 Feb;31:351-5. doi: 10.1016/j.yebeh.2013.10.001. Epub 2013 Nov 12.,Hesdorffer DC,Epilepsy Behav,2014,11/16/13,PMC4103741,NIHMS541136,10.1016/j.yebeh.2013.10.001
24826495,Time-related changes in Conners' CPT-II scores: a replication study,"Erdodi LA, Lajiness-O'Neill R.",Appl Neuropsychol Adult. 2014;21(1):43-50. doi: 10.1080/09084282.2012.724036. Epub 2013 Jun 14.,Erdodi LA,Appl Neuropsychol Adult,2014,5/16/14,,,10.1080/09084282.2012.724036
24702485,Screening for lifetime concussion in athletes: importance of oculomotor measures,"Poltavski DV, Biberdorf D.",Brain Inj. 2014;28(4):475-85. doi: 10.3109/02699052.2014.888771. Epub 2014 Apr 4.,Poltavski DV,Brain Inj,2014,4/8/14,,,10.3109/02699052.2014.888771
24211492,Exposure to metals during pregnancy and neuropsychological development at the age of 4 years,"Forns J, Fort M, Casas M, Cáceres A, Guxens M, Gascon M, Garcia-Esteban R, Julvez J, Grimalt JO, Sunyer J.",Neurotoxicology. 2014 Jan;40:16-22. doi: 10.1016/j.neuro.2013.10.006. Epub 2013 Nov 6.,Forns J,Neurotoxicology,2014,11/12/13,,,10.1016/j.neuro.2013.10.006
24122408,The internal and external validity of sluggish cognitive tempo and its relation with DSM-IV ADHD,"Willcutt EG, Chhabildas N, Kinnear M, DeFries JC, Olson RK, Leopold DR, Keenan JM, Pennington BF.",J Abnorm Child Psychol. 2014 Jan;42(1):21-35. doi: 10.1007/s10802-013-9800-6.,Willcutt EG,J Abnorm Child Psychol,2014,10/15/13,PMC3947432,NIHMS520070,10.1007/s10802-013-9800-6
23896355,Predictors of methamphetamine psychosis: history of ADHD-relevant childhood behaviors and drug exposure,"Salo R, Fassbender C, Iosif AM, Ursu S, Leamon MH, Carter C.",Psychiatry Res. 2013 Dec 15;210(2):529-35. doi: 10.1016/j.psychres.2013.06.030. Epub 2013 Jul 26.,Salo R,Psychiatry Res,2013,7/31/13,PMC3818411,NIHMS510538,10.1016/j.psychres.2013.06.030
24290364,The investigation and differential diagnosis of Asperger syndrome in adults,"Lehnhardt FG, Gawronski A, Pfeiffer K, Kockler H, Schilbach L, Vogeley K.",Dtsch Arztebl Int. 2013 Nov 8;110(45):755-63. doi: 10.3238/arztebl.2013.0755.,Lehnhardt FG,Dtsch Arztebl Int,2013,12/3/13,PMC3849991,,10.3238/arztebl.2013.0755
24165919,[Relationship between self-reported ADHD symptoms and WAIS-IV performance],"Theiling J, Petermann F, Daseking M.",Gesundheitswesen. 2013 Nov;75(11):768-74. doi: 10.1055/s-0033-1357163. Epub 2013 Oct 28.,Theiling J,Gesundheitswesen,2013,10/30/13,,,10.1055/s-0033-1357163
24040925,Estimating the passage of minutes: deviant oscillatory frontal activity in medicated and unmedicated ADHD,"Wilson TW, Heinrichs-Graham E, White ML, Knott NL, Wetzel MW.",Neuropsychology. 2013 Nov;27(6):654-65. doi: 10.1037/a0034032. Epub 2013 Sep 16.,Wilson TW,Neuropsychology,2013,9/18/13,PMC4319812,NIHMS659917,10.1037/a0034032
22441889,German validation of the conners adult ADHD rating scale-self-report: confirmation of factor structure in a large sample of participants with ADHD,"Christiansen H, Hirsch O, Philipsen A, Oades RD, Matthies S, Hebebrand J, Ueckermann J, Abdel-Hamid M, Kraemer M, Wiltfang J, Graf E, Colla M, Sobanski E, Alm B, Rösler M, Jacob C, Jans T, Huss M, Schimmelmann BG, Kis B.",J Atten Disord. 2013 Nov;17(8):690-8. doi: 10.1177/1087054711435680. Epub 2012 Mar 21.,Christiansen H,J Atten Disord,2013,3/24/12,,,10.1177/1087054711435680
23810129,"47,XYY syndrome: clinical phenotype and timing of ascertainment","Bardsley MZ, Kowal K, Levy C, Gosek A, Ayari N, Tartaglia N, Lahlou N, Winder B, Grimes S, Ross JL.",J Pediatr. 2013 Oct;163(4):1085-94. doi: 10.1016/j.jpeds.2013.05.037. Epub 2013 Jun 27.,Bardsley MZ,J Pediatr,2013,7/2/13,PMC4097881,NIHMS605710,10.1016/j.jpeds.2013.05.037
23684546,Functional impairment in adults positively screened for attention-deficit hyperactivity disorder: the role of symptom presentation and executive functioning,"Szuromi B, Bitter I, Czobor P.",Compr Psychiatry. 2013 Oct;54(7):974-81. doi: 10.1016/j.comppsych.2013.04.002. Epub 2013 May 16.,Szuromi B,Compr Psychiatry,2013,5/21/13,,,10.1016/j.comppsych.2013.04.002
23645101,Brain activation deficit in increased-load working memory tasks among adults with ADHD using fMRI,"Ko CH, Yen JY, Yen CF, Chen CS, Lin WC, Wang PW, Liu GC.",Eur Arch Psychiatry Clin Neurosci. 2013 Oct;263(7):561-73. doi: 10.1007/s00406-013-0407-2. Epub 2013 May 5.,Ko CH,Eur Arch Psychiatry Clin Neurosci,2013,5/7/13,,,10.1007/s00406-013-0407-2
23788522,Attention deficit hyperactivity disorder symptoms in adults with autism spectrum disorders,"Johnston K, Dittner A, Bramham J, Murphy C, Knight A, Russell A.",Autism Res. 2013 Aug;6(4):225-36. doi: 10.1002/aur.1283. Epub 2013 Jun 20.,Johnston K,Autism Res,2013,6/22/13,,,10.1002/aur.1283
23768814,Commonalities in social and non-social cognitive impairments in adults with autism spectrum disorder and schizophrenia,"Eack SM, Bahorik AL, McKnight SA, Hogarty SS, Greenwald DP, Newhill CE, Phillips ML, Keshavan MS, Minshew NJ.",Schizophr Res. 2013 Aug;148(1-3):24-8. doi: 10.1016/j.schres.2013.05.013. Epub 2013 Jun 13.,Eack SM,Schizophr Res,2013,6/18/13,PMC3732579,NIHMS494123,10.1016/j.schres.2013.05.013
22344317,Cognitive deficits in adults with ADHD go beyond comorbidity effects,"Silva KL, Guimarães-da-Silva PO, Grevet EH, Victor MM, Salgado CA, Vitola ES, Mota NR, Fischer AG, Contini V, Picon FA, Karam RG, Belmonte-de-Abreu P, Rohde LA, Bau CH.",J Atten Disord. 2013 Aug;17(6):483-8. doi: 10.1177/1087054711434155. Epub 2012 Feb 17.,Silva KL,J Atten Disord,2013,2/21/12,,,10.1177/1087054711434155
23945447,"Lisdexamfetamine dimesylate in adults with attention-deficit/ hyperactivity disorder who report clinically significant impairment in executive function: results from a randomized, double-blind, placebo-controlled study","Adler LA, Dirks B, Deas PF, Raychaudhuri A, Dauphin MR, Lasser RA, Weisler RH.",J Clin Psychiatry. 2013 Jul;74(7):694-702. doi: 10.4088/JCP.12m08144.,Adler LA,J Clin Psychiatry,2013,8/16/13,,,10.4088/JCP.12m08144
23424020,Attention-deficit/hyperactivity disorder in adolescence predicts onset of major depressive disorder through early adulthood,"Meinzer MC, Lewinsohn PM, Pettit JW, Seeley JR, Gau JM, Chronis-Tuscano A, Waxmonsky JG.",Depress Anxiety. 2013 Jun;30(6):546-53. doi: 10.1002/da.22082. Epub 2013 Feb 19.,Meinzer MC,Depress Anxiety,2013,2/21/13,PMC3788356,NIHMS516879,10.1002/da.22082
23364873,Parental perceived benefits of OROS-methylphenidate treatment for the child with attention-deficit/hyperactivity disorder and for parents themselves,"Kim JW, Park S, Kim BN, Shin MS, Cho SC, Kim JH, Son JW, Shin YM, Chung US, Han DH.",Pharmacopsychiatry. 2013 Jun;46(4):137-46. doi: 10.1055/s-0032-1331749. Epub 2013 Jan 30.,Kim JW,Pharmacopsychiatry,2013,2/1/13,,,10.1055/s-0032-1331749
23273550,Should an assessment of Axis I comorbidity be included in the initial diagnostic assessment of mood disorders? Role of QIDS-16-SR total score in predicting number of Axis I comorbidity,"Gao K, Wang Z, Chen J, Kemp DE, Chan PK, Conroy CM, Serrano MB, Ganocy SJ, Calabrese JR.",J Affect Disord. 2013 Jun;148(2-3):256-64. doi: 10.1016/j.jad.2012.12.004. Epub 2012 Dec 28.,Gao K,J Affect Disord,2013,1/1/13,,,10.1016/j.jad.2012.12.004
23688211,Attention-deficit/hyperactivity disorder (ADHD) and working memory in adults: a meta-analytic review,"Alderson RM, Kasper LJ, Hudec KL, Patros CH.",Neuropsychology. 2013 May;27(3):287-302. doi: 10.1037/a0032371.,Alderson RM,Neuropsychology,2013,5/22/13,,,10.1037/a0032371
24294490,Measuring adult Attention Deficit Hyperactivity Disorder using the Quantified Behavior Test Plus,"Edebol H, Helldin L, Norlander T.",Psych J. 2013 Apr;2(1):48-62. doi: 10.1002/pchj.17. Epub 2012 Dec 27.,Edebol H,Psych J,2013,12/3/13,PMC3832237,,10.1002/pchj.17
23086381,Comorbid anxiety and neurocognitive dysfunctions in children with ADHD,"Bloemsma JM, Boer F, Arnold R, Banaschewski T, Faraone SV, Buitelaar JK, Sergeant JA, Rommelse N, Oosterlaan J.",Eur Child Adolesc Psychiatry. 2013 Apr;22(4):225-34. doi: 10.1007/s00787-012-0339-9. Epub 2012 Oct 21.,Bloemsma JM,Eur Child Adolesc Psychiatry,2013,10/23/12,,,10.1007/s00787-012-0339-9
23026814,Impulsivity in adult ADHD patients with and without cocaine dependence,"Crunelle CL, Veltman DJ, van Emmerik-van Oortmerssen K, Booij J, van den Brink W.",Drug Alcohol Depend. 2013 Apr 1;129(1-2):18-24. doi: 10.1016/j.drugalcdep.2012.09.006. Epub 2012 Sep 29.,Crunelle CL,Drug Alcohol Depend,2013,10/3/12,,,10.1016/j.drugalcdep.2012.09.006
23888762,[Will new diagnostic criteria facilitate the diagnostic process of ADHD in adults?],"Szewczuk-Bogusławska M, Flisiak-Antonijczuk H.",Psychiatr Pol. 2013 Mar-Apr;47(2):293-302.,Szewczuk-Bogusławska M,Psychiatr Pol,2013,7/30/13,,,
23382908,Additional brain functional network in adults with attention-deficit/hyperactivity disorder: a phase synchrony analysis,Yu D.,PLoS One. 2013;8(1):e54516. doi: 10.1371/journal.pone.0054516. Epub 2013 Jan 31.,Yu D,PLoS One,2013,2/6/13,PMC3561351,,10.1371/journal.pone.0054516
21825110,"Cognitive responses to stress, depression, and anxiety and their relationship to ADHD symptoms in first year psychology students","Alexander SJ, Harrison AG.",J Atten Disord. 2013 Jan;17(1):29-37. doi: 10.1177/1087054711413071. Epub 2011 Aug 8.,Alexander SJ,J Atten Disord,2013,8/10/11,,,10.1177/1087054711413071
22948736,Project DyAdd: classical eyeblink conditioning in adults with dyslexia and ADHD,"Laasonen M, Kauppinen J, Leppämäki S, Tani P, Harno H, Hokkanen L, Wikgren J.",Exp Brain Res. 2012 Nov;223(1):19-32. doi: 10.1007/s00221-012-3237-y. Epub 2012 Sep 5.,Laasonen M,Exp Brain Res,2012,9/6/12,,,10.1007/s00221-012-3237-y
22094857,Isolating metamemory deficits in the self-regulated learning of adults with ADHD,"Knouse LE, Anastopoulos AD, Dunlosky J.",J Atten Disord. 2012 Nov;16(8):650-60. doi: 10.1177/1087054711417231. Epub 2011 Nov 17.,Knouse LE,J Atten Disord,2012,11/19/11,,,10.1177/1087054711417231
22955128,Poststroke fatigue following minor infarcts: a prospective study,"Radman N, Staub F, Aboulafia-Brakha T, Berney A, Bogousslavsky J, Annoni JM.",Neurology. 2012 Oct 2;79(14):1422-7. doi: 10.1212/WNL.0b013e31826d5f3a. Epub 2012 Sep 5.,Radman N,Neurology,2012,9/8/12,,,10.1212/WNL.0b013e31826d5f3a
23155670,A clinican's guide to adult attention-deficit hyperactivity disorder,"Modesto-Lowe V, Meyer A, Soovajian V.",Conn Med. 2012 Oct;76(9):517-23.,Modesto-Lowe V,Conn Med,2012,11/20/12,,,
22901345,Adult outcome of attention-deficit/hyperactivity disorder: a controlled 16-year follow-up study,"Biederman J, Petty CR, Woodworth KY, Lomedico A, Hyder LL, Faraone SV.",J Clin Psychiatry. 2012 Jul;73(7):941-50. doi: 10.4088/JCP.11m07529.,Biederman J,J Clin Psychiatry,2012,8/21/12,,,10.4088/JCP.11m07529
22386569,Personality profile of adult ADHD: the alternative five factor model,"Valero S, Ramos-Quiroga A, Gomà-i-Freixanet M, Bosch R, Gómez-Barros N, Nogueira M, Palomar G, Corrales M, Casas M.",Psychiatry Res. 2012 Jun 30;198(1):130-4. doi: 10.1016/j.psychres.2011.11.006. Epub 2012 Mar 3.,Valero S,Psychiatry Res,2012,3/6/12,,,10.1016/j.psychres.2011.11.006
22519922,Randomized clinical study of a histamine H3 receptor antagonist for the treatment of adults with attention-deficit hyperactivity disorder,"Weisler RH, Pandina GJ, Daly EJ, Cooper K, Gassmann-Mayer C; 31001074-ATT2001 Study Investigators.",CNS Drugs. 2012 May 1;26(5):421-34. doi: 10.2165/11631990-000000000-00000.,Weisler RH,CNS Drugs,2012,4/24/12,,,10.2165/11631990-000000000-00000
22369455,Impact of obsessive-compulsive symptoms in Tourette's syndrome on neuropsychological performance,"Matsuda N, Kono T, Nonaka M, Shishikura K, Konno C, Kuwabara H, Shimada T, Kano Y.",Psychiatry Clin Neurosci. 2012 Apr;66(3):195-202. doi: 10.1111/j.1440-1819.2012.02319.x. Epub 2012 Feb 28.,Matsuda N,Psychiatry Clin Neurosci,2012,2/29/12,,,10.1111/j.1440-1819.2012.02319.x
22257388,Evaluation of total oxidative status in adult attention deficit hyperactivity disorder and its diagnostic implications,"Selek S, Bulut M, Ocak AR, Kalenderoğlu A, Savaş HA.",J Psychiatr Res. 2012 Apr;46(4):451-5. doi: 10.1016/j.jpsychires.2011.12.007. Epub 2012 Jan 17.,Selek S,J Psychiatr Res,2012,1/20/12,,,10.1016/j.jpsychires.2011.12.007
22374763,[Executive functions and stressful characteristics of children with attention-deficit hyperactivity disorder: influence on behavioral problems during adolescence],"Colomer-Diago C, Miranda-Casas A, Herdoiza-Arroyo P, Presentación-Herrero MJ.",Rev Neurol. 2012 Feb 29;54 Suppl 1:S117-26.,Colomer-Diago C,Rev Neurol,2012,3/1/12,,,
22374761,[Diagnosis and treatment of attention deficit hyperactivity disorder in adults],"Ramos-Quiroga JA, Chalita PJ, Vidal R, Bosch R, Palomar G, Prats L, Casas M.",Rev Neurol. 2012 Feb 29;54 Suppl 1:S105-15.,Ramos-Quiroga JA,Rev Neurol,2012,3/1/12,,,
22271419,Validity of a protocol for adult self-report of dyslexia and related difficulties,"Snowling M, Dawes P, Nash H, Hulme C.",Dyslexia. 2012 Feb;18(1):1-15. doi: 10.1002/dys.1432.,Snowling M,Dyslexia,2012,1/25/12,PMC3382192,,10.1002/dys.1432
23005917,Are language production problems apparent in adults who no longer meet diagnostic criteria for attention-deficit/hyperactivity disorder?,"Engelhardt PE, Veld SN, Nigg JT, Ferreira F.",Cogn Neuropsychol. 2012;29(3):275-99. doi: 10.1080/02643294.2012.712957. Epub 2012 Sep 24.,Engelhardt PE,Cogn Neuropsychol,2012,9/26/12,PMC3478888,NIHMS402567,10.1080/02643294.2012.712957
22450619,Symptom profile and etiology of delirium in a referral population in northern india: factor analysis of the DRS-R98,"Mattoo SK, Grover S, Chakravarty K, Trzepacz PT, Meagher DJ, Gupta N.",J Neuropsychiatry Clin Neurosci. 2012 Winter;24(1):95-101. doi: 10.1176/appi.neuropsych.11010009.,Mattoo SK,J Neuropsychiatry Clin Neurosci,2012,3/28/12,,,10.1176/appi.neuropsych.11010009
22210365,Examining the association between stimulant treatment and cognitive outcomes across the life cycle of adults with attention-deficit/hyperactivity disorder: a controlled cross-sectional study,"Biederman J, Fried R, Petty CR, Henin A, Wozniak J, Corkum L, Claudat K, Faraone SV.",J Nerv Ment Dis. 2012 Jan;200(1):69-75. doi: 10.1097/NMD.0b013e31823e55ef.,Biederman J,J Nerv Ment Dis,2012,1/3/12,,,10.1097/NMD.0b013e31823e55ef
22228922,Women with Childhood ADHD: Comparisons by Diagnostic Group and Gender,"Babinski DE, Pelham WE Jr, Molina BS, Waschbusch DA, Gnagy EM, Yu J, Sibley MH, Biswas A.",J Psychopathol Behav Assess. 2011 Dec;33(4):420-429. doi: 10.1007/s10862-011-9247-4.,Babinski DE,J Psychopathol Behav Assess,2011,1/10/12,PMC3251258,NIHMS339364,10.1007/s10862-011-9247-4
21859167,Disentangling the adult attention-deficit hyperactivity disorder endophenotype: parametric measurement of attention,"Finke K, Schwarzkopf W, Müller U, Frodl T, Müller HJ, Schneider WX, Engel RR, Riedel M, Möller HJ, Hennig-Fast K.",J Abnorm Psychol. 2011 Nov;120(4):890-901. doi: 10.1037/a0024944. Epub 2011 Aug 22.,Finke K,J Abnorm Psychol,2011,8/24/11,,,10.1037/a0024944
21310401,Is there a relationship between attention deficit/hyperactivity disorder and manic symptoms among children with mental retardation of unknown etiology?,"Fidan T, Kirpinar I, Oral M, Koçak K.",Compr Psychiatry. 2011 Nov-Dec;52(6):644-9. doi: 10.1016/j.comppsych.2010.11.007. Epub 2011 Feb 9.,Fidan T,Compr Psychiatry,2011,2/12/11,,,10.1016/j.comppsych.2010.11.007
21523444,A potential diagnostic blood test for attention deficit hyperactivity disorder,"Woodruff DB, El-Mallakh RS, Thiruvengadam AP.",Atten Defic Hyperact Disord. 2011 Sep;3(3):265-9. doi: 10.1007/s12402-011-0057-z. Epub 2011 Apr 27.,Woodruff DB,Atten Defic Hyperact Disord,2011,4/28/11,,,10.1007/s12402-011-0057-z
21381833,Correspondence and disparity in the self- and other ratings of current and childhood ADHD symptoms and impairment in adults with ADHD,"Barkley RA, Knouse LE, Murphy KR.",Psychol Assess. 2011 Jun;23(2):437-46. doi: 10.1037/a0022172.,Barkley RA,Psychol Assess,2011,3/9/11,,,10.1037/a0022172
21419190,Frontal alpha-asymmetry in adults with attention deficit hyperactivity disorder: replication and specification,"Keune PM, Schönenberg M, Wyckoff S, Mayer K, Riemann S, Hautzinger M, Strehl U.",Biol Psychol. 2011 May;87(2):306-10. doi: 10.1016/j.biopsycho.2011.02.023. Epub 2011 Mar 23.,Keune PM,Biol Psychol,2011,3/23/11,,,10.1016/j.biopsycho.2011.02.023
20332414,Predictors of ADHD persistence in girls at 5-year follow-up,"Mick E, Byrne D, Fried R, Monuteaux M, Faraone SV, Biederman J.",J Atten Disord. 2011 Apr;15(3):183-92. doi: 10.1177/1087054710362217. Epub 2010 Mar 23.,Mick E,J Atten Disord,2011,3/25/10,PMC3751165,NIHMS496017,10.1177/1087054710362217
21387249,[Prevalence of attention-deficit hyperactivity disorder in substance addiction: from screening to diagnosis],"Pedrero-Perez EJ, Ruiz-Sanchez de Leon JM, Rojo-Mota G, Llanero-Luque M, Puerta-Garcia C.",Rev Neurol. 2011 Mar 16;52(6):331-40.,Pedrero-Perez EJ,Rev Neurol,2011,3/10/11,,,
21040458,Contribution of LPHN3 to the genetic susceptibility to ADHD in adulthood: a replication study,"Ribasés M, Ramos-Quiroga JA, Sánchez-Mora C, Bosch R, Richarte V, Palomar G, Gastaminza X, Bielsa A, Arcos-Burgos M, Muenke M, Castellanos FX, Cormand B, Bayés M, Casas M.",Genes Brain Behav. 2011 Mar;10(2):149-57. doi: 10.1111/j.1601-183X.2010.00649.x. Epub 2010 Nov 4.,Ribasés M,Genes Brain Behav,2011,11/3/10,,,10.1111/j.1601-183X.2010.00649.x
20934284,Summer treatment program for children with attention deficit hyperactivity disorder: Japanese experience in 5 years,"Yamashita Y, Mukasa A, Anai C, Honda Y, Kunisaki C, Koutaki J, Tada Y, Egami C, Kodama N, Nakashima M, Nagamitsu S, Matsuishi T.",Brain Dev. 2011 Mar;33(3):260-7. doi: 10.1016/j.braindev.2010.09.005. Epub 2010 Oct 12.,Yamashita Y,Brain Dev,2011,10/12/10,,,10.1016/j.braindev.2010.09.005
20638079,"Childhood and adolescent onset psychiatric disorders, substance use, and failure to graduate high school on time","Breslau J, Miller E, Joanie Chung WJ, Schweitzer JB.",J Psychiatr Res. 2011 Mar;45(3):295-301. doi: 10.1016/j.jpsychires.2010.06.014. Epub 2010 Jul 16.,Breslau J,J Psychiatr Res,2011,7/20/10,PMC2962709,NIHMS218160,10.1016/j.jpsychires.2010.06.014
21163276,ADHD related behaviors are associated with brain activation in the reward system,"Stark R, Bauer E, Merz CJ, Zimmermann M, Reuter M, Plichta MM, Kirsch P, Lesch KP, Fallgatter AJ, Vaitl D, Herrmann MJ.",Neuropsychologia. 2011 Feb;49(3):426-34. doi: 10.1016/j.neuropsychologia.2010.12.012. Epub 2010 Dec 14.,Stark R,Neuropsychologia,2011,12/18/10,,,10.1016/j.neuropsychologia.2010.12.012
21159792,The relationship of noncredible performance to continuous performance test scores in adults referred for attention-deficit/hyperactivity disorder evaluation,"Suhr JA, Sullivan BK, Rodriguez JL.",Arch Clin Neuropsychol. 2011 Feb;26(1):1-7. doi: 10.1093/arclin/acq094. Epub 2010 Dec 15.,Suhr JA,Arch Clin Neuropsychol,2011,12/17/10,,,10.1093/arclin/acq094
20656298,Predictors of persistent ADHD: an 11-year follow-up study,"Biederman J, Petty CR, Clarke A, Lomedico A, Faraone SV.",J Psychiatr Res. 2011 Feb;45(2):150-5. doi: 10.1016/j.jpsychires.2010.06.009. Epub 2010 Jul 24.,Biederman J,J Psychiatr Res,2011,7/27/10,PMC3068747,NIHMS280463,10.1016/j.jpsychires.2010.06.009
20605639,"Life History of Aggression scores are predicted by childhood hyperactivity, conduct disorder, adult substance abuse, and low cooperativeness in adult psychiatric patients","Hofvander B, Ståhlberg O, Nydén A, Wentz E, degl'Innocenti A, Billstedt E, Forsman A, Gillberg C, Nilsson T, Rastam M, Anckarsäter H.",Psychiatry Res. 2011 Jan 30;185(1-2):280-5. doi: 10.1016/j.psychres.2010.05.008. Epub 2010 Jun 2.,Hofvander B,Psychiatry Res,2011,7/8/10,,,10.1016/j.psychres.2010.05.008
